X1,X2,y
-8.08,7.692,1.0
-9.644,5.76,1.0
-9.296,6.049,1.0
-6.917,6.823,1.0
-9.945,6.512,1.0
-10.365,6.358,1.0
-11.335,4.925,0.0
-10.883,7.247,1.0
-8.55,4.984,0.0
-8.228,4.781,0.0
-9.782,6.551,1.0
-10.536,5.484,1.0
-9.748,7.382,1.0
-8.289,5.917,1.0
-8.494,4.445,0.0
-7.687,5.45,1.0
-10.019,6.079,1.0
-9.693,6.596,1.0
-8.879,6.272,1.0
-10.119,5.139,1.0
-8.099,5.098,1.0
-7.866,5.685,1.0
-9.059,5.649,1.0
-10.536,5.823,1.0
-10.467,4.472,0.0
-8.186,7.818,1.0
-9.082,5.91,1.0
-9.19,5.969,1.0
-9.672,4.931,0.0
-8.609,6.365,1.0
-10.678,6.189,1.0
-11.263,5.131,1.0
-7.113,5.017,1.0
-7.189,6.359,1.0
-8.873,5.544,1.0
-9.071,7.607,1.0
-9.382,5.302,1.0
-9.056,5.425,1.0
-10.847,4.814,0.0
-9.629,6.008,1.0
-9.453,6.255,1.0
-9.066,6.358,1.0
-8.782,6.433,1.0
-7.808,6.24,1.0
-9.701,6.211,1.0
-9.615,7.213,1.0
-8.628,7.38,1.0
-8.379,6.57,1.0
-8.874,5.954,1.0
-9.828,5.84,1.0
-10.324,7.079,1.0
-7.516,5.944,1.0
-8.512,5.857,1.0
-9.611,5.624,1.0
-9.567,6.341,1.0
-7.031,5.318,1.0
-10.184,6.19,1.0
-7.647,5.655,1.0
-8.913,4.593,0.0
-8.571,6.099,1.0
-8.556,6.926,1.0
-10.963,5.681,1.0
-8.943,4.664,0.0
-7.955,5.293,1.0
-8.669,5.815,1.0
-8.916,6.233,1.0
-7.797,5.009,1.0
-9.432,6.021,1.0
-10.049,4.877,0.0
-10.073,5.125,1.0
-8.236,3.408,0.0
-10.237,5.439,1.0
-9.365,5.46,1.0
-9.726,6.009,1.0
-8.026,4.611,0.0
-10.767,8.443,1.0
-7.326,6.192,1.0
-7.425,4.995,0.0
-8.707,7.003,1.0
-11.115,5.174,1.0
-8.962,4.818,0.0
-11.093,7.052,1.0
-7.751,6.692,1.0
-9.56,4.529,0.0
-8.485,4.97,0.0
-9.343,5.571,1.0
-9.087,5.789,1.0
-9.038,4.817,0.0
-8.477,3.674,0.0
-9.198,5.46,1.0
-7.816,7.571,1.0
-9.653,4.845,0.0
-9.066,4.941,0.0
-10.808,2.845,0.0
-8.189,5.554,1.0
-9.853,7.024,1.0
-9.494,6.715,1.0
-6.134,5.062,1.0
-8.011,4.213,0.0
-10.986,6.998,1.0
-7.973,6.406,1.0
-9.947,7.945,1.0
-9.288,6.216,1.0
-8.654,4.182,0.0
-9.817,5.908,1.0
-7.411,6.289,1.0
-8.17,6.948,1.0
-10.239,5.423,1.0
-6.93,4.984,0.0
-10.193,8.027,1.0
-8.375,6.58,1.0
-10.354,6.477,1.0
-8.551,4.923,0.0
-7.771,5.613,1.0
-8.442,4.963,0.0
-7.482,5.864,1.0
-11.276,7.153,1.0
-9.477,4.567,0.0
-11.075,4.548,0.0
-8.476,4.907,0.0
-7.811,5.11,1.0
-7.971,6.419,1.0
-10.278,4.102,0.0
-8.267,5.658,1.0
-7.266,4.993,0.0
-10.473,6.563,1.0
-8.381,6.606,1.0
-8.338,4.914,0.0
-9.805,4.63,0.0
-8.832,6.258,1.0
-9.135,6.079,1.0
-9.814,5.278,1.0
-8.977,4.86,0.0
-7.292,7.214,1.0
-9.206,7.018,1.0
-10.613,8.114,1.0
-9.236,7.844,1.0
-9.981,6.343,1.0
-8.632,6.152,1.0
-10.01,5.452,1.0
-9.299,7.723,1.0
-9.952,8.559,1.0
-8.508,5.367,1.0
-8.201,5.667,1.0
-9.575,5.709,1.0
-8.136,5.331,1.0
-7.636,6.455,1.0
-8.597,6.917,1.0
-9.149,5.67,1.0
-9.559,4.968,0.0
-8.907,6.096,1.0
-8.831,5.635,1.0
-9.903,5.734,1.0
-8.986,6.848,1.0
-5.734,6.017,1.0
-9.715,5.791,1.0
-8.506,6.639,1.0
-7.023,7.799,1.0
-8.671,6.857,1.0
-8.922,6.303,1.0
-9.496,6.628,1.0
-10.27,5.754,1.0
-9.368,5.621,1.0
-9.288,6.527,1.0
-8.133,7.047,1.0
-9.665,6.22,1.0
-9.772,5.629,1.0
-8.456,6.671,1.0
-8.792,6.768,1.0
-10.235,6.671,1.0
-10.806,6.867,1.0
-8.384,5.758,1.0
-9.29,5.822,1.0
-8.239,5.318,1.0
-10.565,6.974,1.0
-9.457,6.927,1.0
-9.511,5.747,1.0
-9.259,5.688,1.0
-11.005,6.323,1.0
-8.205,5.02,1.0
-7.78,4.284,0.0
-9.035,5.616,1.0
-10.778,5.97,1.0
-9.211,6.455,1.0
-11.733,4.98,0.0
-8.388,5.793,1.0
-9.811,6.248,1.0
-9.372,5.591,1.0
-9.007,6.22,1.0
-7.471,6.306,1.0
-9.638,5.482,1.0
-9.85,7.288,1.0
-8.857,5.304,1.0
-9.046,6.454,1.0
-8.042,5.223,1.0
-9.987,8.072,1.0
-9.738,5.451,1.0
-8.516,4.776,0.0
-11.592,4.477,0.0
-8.433,8.569,1.0
-9.68,7.38,1.0
-8.31,6.479,1.0
-8.909,7.906,1.0
-8.568,7.931,1.0
-8.986,5.092,1.0
-9.415,6.255,1.0
-8.923,6.568,1.0
-10.885,5.433,1.0
-7.244,5.54,1.0
-8.028,5.147,1.0
-9.941,8.222,1.0
-9.063,5.621,1.0
-11.137,6.038,1.0
-8.737,4.5,0.0
-9.203,5.633,1.0
-8.974,6.175,1.0
-8.709,6.552,1.0
-8.829,4.727,0.0
-9.475,7.491,1.0
-9.36,5.775,1.0
-11.756,6.929,1.0
-7.717,5.873,1.0
-8.361,6.92,1.0
-9.342,5.896,1.0
-8.313,6.757,1.0
-7.969,7.901,1.0
-9.087,6.541,1.0
-8.293,6.925,1.0
-7.456,7.222,1.0
-9.878,5.982,1.0
-8.509,5.707,1.0
-9.708,5.956,1.0
-9.521,7.552,1.0
-10.517,4.735,0.0
-10.152,7.316,1.0
-10.342,4.771,0.0
-10.499,6.421,1.0
-9.825,6.163,1.0
-10.776,5.721,1.0
-8.529,5.872,1.0
-8.27,5.857,1.0
-10.674,7.258,1.0
-8.365,7.304,1.0
-9.233,6.924,1.0
-9.497,5.964,1.0
-9.288,6.632,1.0
-8.068,5.485,1.0
-8.46,7.622,1.0
-9.035,4.326,0.0
-9.094,5.293,1.0
-6.516,6.352,1.0
-8.926,6.083,1.0
-9.667,7.792,1.0
-10.383,5.628,1.0
-9.02,6.418,1.0
-9.197,7.469,1.0
-8.91,5.796,1.0
-11.399,7.17,1.0
-9.103,5.884,1.0
-8.73,8.214,1.0
-8.02,5.851,1.0
-9.342,5.417,1.0
-8.7,4.434,0.0
-8.216,5.539,1.0
-8.964,4.857,0.0
-8.921,6.537,1.0
-9.072,6.966,1.0
-10.689,5.669,1.0
-11.077,6.313,1.0
-9.414,6.797,1.0
-8.75,5.396,1.0
-7.873,6.139,1.0
-9.08,7.7,1.0
-8.79,4.596,0.0
-9.006,6.272,1.0
-11.475,5.335,1.0
-8.647,4.938,0.0
-9.589,5.719,1.0
-9.998,6.733,1.0
-10.439,5.515,1.0
-10.761,4.306,0.0
-9.243,5.299,1.0
-10.514,7.767,1.0
-9.462,6.617,1.0
-10.26,5.201,1.0
-9.438,7.42,1.0
-8.693,5.085,1.0
-9.985,4.802,0.0
-9.014,6.587,1.0
-8.559,5.813,1.0
-8.058,5.93,1.0
-9.676,5.338,1.0
-7.497,6.109,1.0
-9.604,6.745,1.0
-8.033,5.184,1.0
-8.434,5.992,1.0
-9.109,6.723,1.0
-7.928,6.888,1.0
-8.903,5.536,1.0
-7.841,6.515,1.0
-9.923,6.775,1.0
-9.577,4.055,0.0
-9.33,4.694,0.0
-9.379,7.125,1.0
-6.624,5.462,1.0
-9.435,7.836,1.0
-9.93,5.973,1.0
-7.861,6.821,1.0
-9.037,5.585,1.0
-8.039,4.12,0.0
-7.214,5.397,1.0
-8.161,7.355,1.0
-7.756,5.333,1.0
-9.052,6.218,1.0
-9.494,6.692,1.0
-9.808,7.484,1.0
-8.51,5.916,1.0
-9.44,7.747,1.0
-9.112,5.104,1.0
-8.669,5.728,1.0
-7.152,5.782,1.0
-9.804,8.195,1.0
-10.494,6.355,1.0
-10.752,6.097,1.0
-8.552,6.454,1.0
-7.826,5.018,1.0
-8.069,4.871,0.0
-7.618,6.701,1.0
-10.21,6.37,1.0
-10.767,5.641,1.0
-9.1,5.49,1.0
-10.14,5.805,1.0
-7.896,4.87,0.0
-7.993,5.693,1.0
-9.345,8.124,1.0
-9.847,7.007,1.0
-9.171,5.454,1.0
-9.058,5.332,1.0
-10.532,6.347,1.0
-7.675,6.258,1.0
-9.171,4.317,0.0
-9.199,6.634,1.0
-9.936,8.161,1.0
-7.59,4.455,0.0
-6.642,7.078,1.0
-7.782,5.959,1.0
-8.065,6.39,1.0
-8.916,6.512,1.0
-9.802,4.822,0.0
-9.479,6.619,1.0
-9.141,5.668,1.0
-6.942,4.603,0.0
-7.991,6.052,1.0
-8.453,4.322,0.0
-8.67,4.501,0.0
-9.499,6.46,1.0
-9.385,5.134,1.0
-8.395,6.28,1.0
-9.597,5.667,1.0
-9.851,7.372,1.0
-9.019,4.221,0.0
-9.613,5.468,1.0
-10.833,6.288,1.0
-10.973,7.215,1.0
-8.476,6.383,1.0
-10.035,7.092,1.0
-8.676,6.505,1.0
-8.587,6.336,1.0
-8.665,6.334,1.0
-8.771,6.226,1.0
-9.59,5.098,1.0
-9.065,6.208,1.0
-9.714,6.349,1.0
-10.374,4.884,0.0
-9.319,4.631,0.0
-9.183,6.54,1.0
-8.171,5.896,1.0
-8.055,6.577,1.0
-8.358,6.104,1.0
-8.502,5.629,1.0
-10.432,6.277,1.0
-8.946,5.671,1.0
-6.434,6.032,1.0
-9.379,5.73,1.0
-8.703,6.501,1.0
-8.588,6.266,1.0
-7.279,4.602,0.0
-9.174,4.675,0.0
-10.531,6.377,1.0
-8.958,7.009,1.0
-8.953,7.76,1.0
-8.486,5.391,1.0
-8.027,6.353,1.0
-9.317,7.022,1.0
-9.427,5.755,1.0
-8.392,5.084,1.0
-7.59,6.863,1.0
-7.426,5.983,1.0
-8.577,7.328,1.0
-7.809,7.74,1.0
-8.21,6.021,1.0
-10.88,7.417,1.0
-9.247,8.541,1.0
-8.161,5.911,1.0
-8.595,7.256,1.0
-8.212,5.54,1.0
-10.428,5.862,1.0
-9.441,6.615,1.0
-8.498,6.039,1.0
-8.662,6.196,1.0
-10.776,6.989,1.0
-7.685,5.786,1.0
-8.892,6.859,1.0
-8.636,7.214,1.0
-8.002,7.621,1.0
-8.941,6.131,1.0
-9.552,5.569,1.0
-8.763,7.013,1.0
-8.872,6.645,1.0
-9.113,5.389,1.0
-10.141,7.678,1.0
-8.817,6.047,1.0
-8.79,5.409,1.0
-8.462,5.843,1.0
-9.116,5.839,1.0
-10.437,4.989,0.0
-8.935,6.136,1.0
-7.129,6.879,1.0
-7.758,6.428,1.0
-9.46,7.0,1.0
-9.189,5.292,1.0
-8.119,6.042,1.0
-9.231,5.326,1.0
-7.466,7.195,1.0
-9.576,5.736,1.0
-8.905,6.958,1.0
-9.542,4.635,0.0
-9.111,6.327,1.0
-9.083,7.278,1.0
-9.328,5.012,1.0
-10.723,5.575,1.0
-8.585,4.369,0.0
-8.301,5.924,1.0
-7.593,6.002,1.0
-9.644,5.699,1.0
-10.45,5.81,1.0
-7.718,5.829,1.0
-7.919,4.761,0.0
-8.875,5.23,1.0
-8.454,5.305,1.0
-8.557,7.688,1.0
-8.75,7.265,1.0
-8.432,4.425,0.0
-8.175,6.857,1.0
-7.062,6.833,1.0
-9.839,5.598,1.0
-9.009,4.339,0.0
-8.925,6.814,1.0
-8.915,5.895,1.0
-8.111,5.987,1.0
-7.482,4.666,0.0
-7.756,4.091,0.0
-9.752,6.858,1.0
-6.784,3.224,0.0
-9.085,6.876,1.0
-9.332,4.591,0.0
-8.205,6.004,1.0
-10.423,7.666,1.0
-8.099,8.607,1.0
-10.826,6.601,1.0
-8.039,4.899,0.0
-9.64,7.69,1.0
-8.937,5.631,1.0
-7.628,5.075,1.0
-8.664,4.989,0.0
-8.806,6.035,1.0
-8.71,6.836,1.0
-10.44,5.348,1.0
-7.945,6.025,1.0
-8.017,7.149,1.0
-8.739,5.619,1.0
-7.477,8.201,1.0
-10.714,5.965,1.0
-8.739,5.676,1.0
-7.488,7.094,1.0
-9.265,6.417,1.0
-9.385,5.28,1.0
-10.022,5.347,1.0
-9.769,6.884,1.0
-8.564,7.782,1.0
-9.376,5.253,1.0
-11.166,7.647,1.0
-10.399,7.345,1.0
-10.129,7.22,1.0
-8.373,6.276,1.0
-8.104,6.607,1.0
-8.539,6.812,1.0
-8.573,4.333,0.0
-9.182,6.13,1.0
-8.942,6.113,1.0
-8.523,6.022,1.0
-10.257,6.641,1.0
-9.534,5.221,1.0
-9.101,5.44,1.0
-9.755,6.786,1.0
-8.366,6.517,1.0
-8.815,6.374,1.0
-8.908,5.411,1.0
-10.363,6.283,1.0
-8.595,6.541,1.0
-7.473,7.955,1.0
-7.484,5.715,1.0
-7.69,5.415,1.0
-9.744,5.692,1.0
-9.071,7.276,1.0
-7.632,6.491,1.0
-9.62,6.623,1.0
-8.304,7.165,1.0
-10.564,6.614,1.0
-10.006,3.768,0.0
-9.549,6.067,1.0
-10.221,4.27,0.0
-6.902,6.085,1.0
-9.207,4.988,0.0
-7.829,6.529,1.0
-9.593,6.323,1.0
-9.913,6.329,1.0
-8.806,4.036,0.0
-9.238,6.223,1.0
-8.266,6.004,1.0
-8.234,5.651,1.0
-6.802,6.222,1.0
-8.425,5.493,1.0
-9.487,4.86,0.0
-9.158,7.172,1.0
-10.559,6.628,1.0
-8.58,6.336,1.0
-8.509,6.64,1.0
-8.422,5.004,1.0
-8.28,6.441,1.0
-6.378,5.306,1.0
-8.526,6.297,1.0
-6.96,7.227,1.0
-7.969,6.101,1.0
-9.105,6.282,1.0
-9.097,7.111,1.0
-9.581,6.564,1.0
-8.77,6.524,1.0
-9.709,4.165,0.0
-8.43,6.049,1.0
-9.517,6.541,1.0
-8.583,5.712,1.0
-10.491,4.897,0.0
-8.186,7.695,1.0
-10.899,7.37,1.0
-9.348,6.878,1.0
-8.901,6.547,1.0
-8.784,5.191,1.0
-9.014,4.092,0.0
-9.083,7.161,1.0
-8.985,6.804,1.0
-8.628,5.423,1.0
-7.672,7.791,1.0
-9.275,4.904,0.0
-10.721,5.38,1.0
-8.863,5.271,1.0
-9.017,6.247,1.0
-10.039,6.064,1.0
-8.975,5.557,1.0
-9.543,5.58,1.0
-9.186,4.817,0.0
-7.84,6.218,1.0
-7.105,7.083,1.0
-3.646,6.303,1.0
-2.51,3.933,0.0
-1.761,4.608,0.0
-2.286,6.539,1.0
-2.576,6.559,1.0
-2.516,4.724,0.0
-2.564,7.081,1.0
-3.54,4.335,0.0
-2.226,5.653,1.0
-1.454,3.308,0.0
-3.19,6.819,1.0
-4.794,4.062,0.0
-4.028,5.224,1.0
-2.631,6.224,1.0
-2.64,3.878,0.0
-4.731,4.68,0.0
-2.209,4.792,0.0
-3.943,5.512,1.0
-2.256,4.336,0.0
-4.905,3.545,0.0
-3.027,4.43,0.0
-3.197,3.746,0.0
-3.019,6.075,1.0
-3.398,4.389,0.0
-4.124,4.21,0.0
-3.99,4.295,0.0
-5.39,4.677,0.0
-1.478,6.004,1.0
-1.151,8.048,1.0
-4.726,5.038,1.0
-2.796,4.212,0.0
-2.536,4.95,0.0
-2.211,5.942,1.0
-3.574,3.604,0.0
-4.111,5.23,1.0
-2.361,5.138,1.0
-3.888,5.279,1.0
-1.813,2.922,0.0
-2.815,5.865,1.0
-2.839,4.423,0.0
-3.712,5.238,1.0
-4.705,5.775,1.0
-2.565,4.305,0.0
-2.835,6.044,1.0
-4.055,4.114,0.0
-0.445,4.352,0.0
-3.683,4.128,0.0
-1.895,4.071,0.0
-4.806,5.979,1.0
-2.986,4.722,0.0
-3.557,5.282,1.0
-3.456,6.419,1.0
-1.74,7.493,1.0
-3.646,4.314,0.0
-2.615,5.213,1.0
-3.843,4.117,0.0
-3.511,6.408,1.0
-1.253,6.855,1.0
-2.658,5.519,1.0
-3.215,2.981,0.0
-2.839,5.073,1.0
-1.508,4.645,0.0
-1.514,5.345,1.0
-2.877,3.82,0.0
-3.747,5.827,1.0
-4.278,3.579,0.0
-2.564,4.426,0.0
-1.604,3.186,0.0
-3.809,3.966,0.0
-1.645,5.897,1.0
-3.474,7.161,1.0
-4.001,4.539,0.0
-2.882,4.951,0.0
-1.838,5.198,1.0
-2.114,3.498,0.0
-1.941,6.025,1.0
-3.816,4.361,0.0
-4.198,7.211,1.0
-2.995,4.361,0.0
-3.702,5.246,1.0
-2.858,4.614,0.0
-3.004,4.067,0.0
-3.499,4.825,0.0
-3.164,3.097,0.0
-4.403,5.644,1.0
-1.273,6.881,1.0
-4.989,4.456,0.0
-1.263,4.581,0.0
-3.152,6.283,1.0
-2.809,6.089,1.0
-3.921,5.537,1.0
-3.548,5.361,1.0
-4.122,5.347,1.0
-2.33,4.991,0.0
-2.781,5.616,1.0
-3.498,4.267,0.0
-3.598,6.878,1.0
-3.3,4.301,0.0
-1.278,4.752,0.0
-2.287,5.509,1.0
-3.759,4.124,0.0
-2.597,5.453,1.0
-3.818,4.567,0.0
-3.574,5.101,1.0
-3.5,4.226,0.0
-3.075,6.087,1.0
-2.473,5.599,1.0
-5.149,4.241,0.0
-3.629,5.688,1.0
-2.968,4.695,0.0
-4.019,5.073,1.0
-1.445,6.116,1.0
-2.212,5.41,1.0
-3.553,4.513,0.0
-5.45,2.595,0.0
-2.931,5.961,1.0
-4.697,3.765,0.0
-4.098,5.605,1.0
-3.217,4.355,0.0
-4.353,5.412,1.0
-2.611,5.001,1.0
-2.425,5.525,1.0
-3.07,5.37,1.0
-4.64,6.948,1.0
-2.932,6.458,1.0
-2.281,2.944,0.0
-2.335,4.709,0.0
-1.886,3.119,0.0
-1.803,4.034,0.0
-1.844,3.457,0.0
-2.513,5.075,1.0
-2.208,5.619,1.0
-2.516,4.114,0.0
-2.754,4.695,0.0
-4.314,5.512,1.0
-3.291,5.988,1.0
-2.998,6.436,1.0
-2.407,6.808,1.0
-3.553,5.255,1.0
-2.726,5.038,1.0
-2.867,5.559,1.0
-1.145,3.644,0.0
-3.001,7.129,1.0
-1.864,5.062,1.0
-3.585,2.934,0.0
-2.531,2.225,0.0
-3.859,4.474,0.0
-2.98,7.975,1.0
-2.977,4.939,0.0
-1.782,5.651,1.0
-2.863,6.788,1.0
-2.351,4.671,0.0
-3.243,3.598,0.0
-2.74,4.713,0.0
-2.472,6.209,1.0
-3.046,1.546,0.0
-3.532,4.947,0.0
-2.792,6.572,1.0
-2.575,3.639,0.0
0.138,3.917,0.0
-1.781,7.043,1.0
-3.832,5.625,1.0
-3.347,3.976,0.0
-3.947,3.847,0.0
-2.322,4.803,0.0
-2.971,4.968,0.0
-4.735,7.051,1.0
-3.721,3.42,0.0
-2.567,5.236,1.0
-2.402,5.171,1.0
-2.808,5.232,1.0
-3.422,5.028,1.0
-3.039,5.573,1.0
-4.43,6.881,1.0
-2.863,5.476,1.0
-0.602,6.09,1.0
-4.654,4.052,0.0
-2.708,6.434,1.0
-2.418,5.122,1.0
-6.127,5.934,1.0
-3.215,6.351,1.0
-1.728,4.65,0.0
-3.185,5.826,1.0
-1.44,5.514,1.0
-4.529,2.896,0.0
-4.406,4.459,0.0
-2.607,4.42,0.0
-3.263,3.926,0.0
-3.992,5.232,1.0
-3.428,3.968,0.0
-3.477,2.767,0.0
-2.785,4.69,0.0
-1.065,6.956,1.0
-4.342,3.936,0.0
-2.303,4.804,0.0
-3.318,5.777,1.0
-3.563,5.611,1.0
-3.131,4.748,0.0
-3.91,3.58,0.0
-2.536,3.935,0.0
-3.774,5.025,1.0
-2.35,6.251,1.0
-3.07,6.792,1.0
-3.186,4.628,0.0
-2.303,5.46,1.0
-2.306,4.734,0.0
-2.773,4.153,0.0
-2.37,5.148,1.0
-2.137,5.613,1.0
-0.525,4.97,0.0
-2.699,4.359,0.0
-4.11,5.83,1.0
-2.415,4.685,0.0
-3.989,3.509,0.0
-2.697,4.016,0.0
-1.891,5.122,1.0
-1.377,3.62,0.0
-3.58,5.55,1.0
-4.031,4.526,0.0
-2.131,5.779,1.0
-3.242,5.214,1.0
-4.24,5.817,1.0
-3.401,4.728,0.0
-2.938,6.59,1.0
-5.767,3.163,0.0
-5.75,5.859,1.0
-3.178,4.094,0.0
-2.046,5.579,1.0
-1.107,4.861,0.0
-1.445,4.111,0.0
-3.498,4.547,0.0
-3.577,4.989,0.0
-2.17,4.597,0.0
-3.264,4.043,0.0
-4.302,4.591,0.0
-2.5,4.583,0.0
-4.294,3.772,0.0
-1.829,6.521,1.0
-2.575,4.032,0.0
-1.657,2.675,0.0
-3.047,4.971,0.0
-4.99,4.24,0.0
-4.034,6.851,1.0
-2.387,4.745,0.0
-2.774,7.025,1.0
-2.638,4.631,0.0
-2.445,4.105,0.0
-1.298,5.566,1.0
-3.655,5.381,1.0
-2.372,4.612,0.0
-2.186,6.407,1.0
-3.94,4.72,0.0
-2.933,5.363,1.0
-2.732,5.528,1.0
-2.371,4.774,0.0
-1.238,5.506,1.0
-1.909,4.11,0.0
-4.217,4.638,0.0
-1.925,5.254,1.0
-2.133,6.431,1.0
-2.544,4.612,0.0
-3.867,5.251,1.0
-2.521,4.411,0.0
-2.788,5.765,1.0
-3.137,4.678,0.0
-2.775,4.896,0.0
-3.362,3.056,0.0
-2.148,4.945,0.0
-3.406,3.475,0.0
-1.869,4.001,0.0
-2.89,5.929,1.0
-3.845,5.947,1.0
-2.685,5.595,1.0
-2.021,4.983,0.0
-3.299,4.838,0.0
-2.931,5.999,1.0
-3.44,5.119,1.0
-2.407,5.572,1.0
-2.485,4.243,0.0
-2.86,4.405,0.0
-2.537,3.717,0.0
-2.753,5.555,1.0
-4.575,6.217,1.0
-3.071,6.2,1.0
-4.496,4.771,0.0
-2.078,4.567,0.0
-4.656,7.279,1.0
-4.091,6.444,1.0
-3.514,4.074,0.0
-3.367,5.199,1.0
-2.762,6.263,1.0
-3.117,4.81,0.0
-3.537,5.229,1.0
-3.518,3.104,0.0
-1.791,5.283,1.0
-4.199,4.952,0.0
-4.929,3.3,0.0
-3.604,5.652,1.0
-2.805,6.841,1.0
-4.138,4.142,0.0
-3.434,5.895,1.0
-2.353,5.798,1.0
-2.757,5.53,1.0
-2.442,5.422,1.0
-3.93,4.579,0.0
-2.33,3.945,0.0
-2.402,5.337,1.0
-2.202,4.498,0.0
-3.647,5.417,1.0
-2.429,5.607,1.0
-2.422,5.074,1.0
-5.566,4.829,0.0
-1.53,5.314,1.0
-3.258,5.526,1.0
-1.741,5.182,1.0
-1.625,4.439,0.0
-4.084,6.939,1.0
-3.656,4.495,0.0
-3.83,4.34,0.0
-1.233,3.475,0.0
-2.264,6.221,1.0
-3.926,4.681,0.0
-3.738,5.217,1.0
-2.988,5.95,1.0
-3.247,6.332,1.0
-2.312,5.534,1.0
-2.06,6.226,1.0
-1.289,6.759,1.0
-3.539,5.974,1.0
-2.726,4.536,0.0
-2.42,4.901,0.0
-3.328,4.477,0.0
-3.602,4.093,0.0
-2.911,4.542,0.0
-2.799,5.378,1.0
-3.478,4.695,0.0
-2.794,4.18,0.0
-1.215,5.374,1.0
-2.925,7.104,1.0
-2.587,5.157,1.0
-3.526,3.98,0.0
-3.895,4.601,0.0
-2.696,5.638,1.0
-1.172,5.188,1.0
-1.557,4.689,0.0
-1.881,7.764,1.0
-3.683,6.007,1.0
-2.384,5.82,1.0
-1.527,4.613,0.0
-3.204,5.192,1.0
-1.442,5.585,1.0
-2.546,3.43,0.0
-2.87,5.439,1.0
-3.458,7.17,1.0
-2.803,2.643,0.0
-2.548,4.005,0.0
-2.68,5.18,1.0
-2.88,6.363,1.0
-3.533,6.368,1.0
-2.325,5.743,1.0
-1.818,4.297,0.0
-3.404,5.886,1.0
-2.96,4.063,0.0
-2.688,5.212,1.0
-3.145,5.423,1.0
-3.948,5.388,1.0
-2.564,4.989,0.0
-4.029,4.727,0.0
-1.874,5.203,1.0
-4.175,6.106,1.0
-2.939,6.888,1.0
-3.542,4.696,0.0
-1.623,3.758,0.0
-2.972,5.844,1.0
-5.155,4.824,0.0
-3.95,5.899,1.0
-2.783,3.701,0.0
-3.378,3.907,0.0
-1.93,5.92,1.0
-3.282,4.754,0.0
-2.476,4.028,0.0
-1.448,6.116,1.0
-5.297,4.799,0.0
-3.829,5.707,1.0
-4.523,4.964,0.0
-2.307,2.785,0.0
-2.857,3.445,0.0
-3.75,4.037,0.0
-3.149,4.561,0.0
-4.236,5.616,1.0
-3.477,5.74,1.0
-2.779,4.545,0.0
-4.096,6.263,1.0
-2.249,3.494,0.0
-2.767,2.917,0.0
-2.854,4.365,0.0
-2.212,6.607,1.0
-4.231,4.455,0.0
-3.792,6.772,1.0
-5.113,6.736,1.0
-3.754,3.703,0.0
-2.999,5.783,1.0
-3.6,4.081,0.0
-2.457,5.345,1.0
-2.27,6.218,1.0
-2.429,4.1,0.0
-3.972,4.777,0.0
-2.653,5.585,1.0
